"concentration","value","compound"
0.806179973983887,0.062,"AR_362_BW WT"
0.806179973983887,0.058,"AR_362_BW WT"
0.806179973983887,0.059,"AR_362_BW WT"
0.806179973983887,0.054,"AR_362_BW tolC"
0.806179973983887,0.055,"AR_362_BW tolC"
0.806179973983887,0.055,"AR_362_BW tolC"
0.806179973983887,0.051,"Blank"
0.329058719264225,0.062,"AR_362_BW WT"
0.329058719264225,0.057,"AR_362_BW WT"
0.329058719264225,0.057,"AR_362_BW WT"
0.329058719264225,0.055,"AR_362_BW tolC"
0.329058719264225,0.055,"AR_362_BW tolC"
0.329058719264225,0.054,"AR_362_BW tolC"
0.329058719264225,0.051,"Blank"
-0.148062535455438,0.065,"AR_362_BW WT"
-0.148062535455438,0.06,"AR_362_BW WT"
-0.148062535455438,0.06,"AR_362_BW WT"
-0.148062535455438,0.174,"AR_362_BW tolC"
-0.148062535455438,0.057,"AR_362_BW tolC"
-0.148062535455438,0.057,"AR_362_BW tolC"
-0.148062535455438,0.052,"Blank"
-0.6251837901751,0.216,"AR_362_BW WT"
-0.6251837901751,0.064,"AR_362_BW WT"
-0.6251837901751,0.066,"AR_362_BW WT"
-0.6251837901751,0.155,"AR_362_BW tolC"
-0.6251837901751,0.208,"AR_362_BW tolC"
-0.6251837901751,0.057,"AR_362_BW tolC"
-0.6251837901751,0.053,"Blank"
-1.10230504489476,0.112,"AR_362_BW WT"
-1.10230504489476,0.091,"AR_362_BW WT"
-1.10230504489476,0.098,"AR_362_BW WT"
-1.10230504489476,0.193,"AR_362_BW tolC"
-1.10230504489476,0.064,"AR_362_BW tolC"
-1.10230504489476,0.204,"AR_362_BW tolC"
-1.10230504489476,0.051,"Blank"
-1.57942629961443,0.357,"AR_362_BW WT"
-1.57942629961443,0.24,"AR_362_BW WT"
-1.57942629961443,0.215,"AR_362_BW WT"
-1.57942629961443,0.177,"AR_362_BW tolC"
-1.57942629961443,0.199,"AR_362_BW tolC"
-1.57942629961443,0.174,"AR_362_BW tolC"
-1.57942629961443,0.051,"Blank"
-2.05654755433409,0.475,"AR_362_BW WT"
-2.05654755433409,0.355,"AR_362_BW WT"
-2.05654755433409,0.372,"AR_362_BW WT"
-2.05654755433409,0.424,"AR_362_BW tolC"
-2.05654755433409,0.415,"AR_362_BW tolC"
-2.05654755433409,0.421,"AR_362_BW tolC"
-2.05654755433409,0.051,"Blank"
-2.53366880905375,0.547,"AR_362_BW WT"
-2.53366880905375,0.457,"AR_362_BW WT"
-2.53366880905375,0.484,"AR_362_BW WT"
-2.53366880905375,0.489,"AR_362_BW tolC"
-2.53366880905375,0.496,"AR_362_BW tolC"
-2.53366880905375,0.481,"AR_362_BW tolC"
-2.53366880905375,0.052,"Blank"
-3.01079006377341,0.549,"AR_362_BW WT"
-3.01079006377341,0.486,"AR_362_BW WT"
-3.01079006377341,0.477,"AR_362_BW WT"
-3.01079006377341,0.497,"AR_362_BW tolC"
-3.01079006377341,0.492,"AR_362_BW tolC"
-3.01079006377341,0.497,"AR_362_BW tolC"
-3.01079006377341,0.052,"Blank"
-3.48791131849308,0.577,"AR_362_BW WT"
-3.48791131849308,0.463,"AR_362_BW WT"
-3.48791131849308,0.492,"AR_362_BW WT"
-3.48791131849308,0.502,"AR_362_BW tolC"
-3.48791131849308,0.499,"AR_362_BW tolC"
-3.48791131849308,0.502,"AR_362_BW tolC"
-3.48791131849308,0.051,"Blank"
-3.96503257321274,0.626,"AR_362_BW WT"
-3.96503257321274,0.456,"AR_362_BW WT"
-3.96503257321274,0.507,"AR_362_BW WT"
-3.96503257321274,0.502,"AR_362_BW tolC"
-3.96503257321274,0.5,"AR_362_BW tolC"
-3.96503257321274,0.505,"AR_362_BW tolC"
-3.96503257321274,0.051,"Blank"
-Inf,0.703,"AR_362_BW WT"
-Inf,0.538,"AR_362_BW WT"
-Inf,0.49,"AR_362_BW WT"
-Inf,0.513,"AR_362_BW tolC"
-Inf,0.507,"AR_362_BW tolC"
-Inf,0.514,"AR_362_BW tolC"
-Inf,0.053,"Blank"
