"concentration","value","compound"
1.69897000433602,0.391,"AR_351_PA14 WT"
1.69897000433602,0.428,"AR_351_PA14 WT"
1.69897000433602,0.395,"AR_351_PA14 WT"
1.69897000433602,0.468,"AR_351_PA14 WT"
1.69897000433602,0.067,"AR_351_PA14 delta mexAB"
1.69897000433602,0.064,"AR_351_PA14 delta mexAB"
1.69897000433602,0.058,"AR_351_PA14 delta mexAB"
1.69897000433602,0.066,"AR_351_PA14 delta mexAB"
1.69897000433602,0.042,"Blank"
1.22184874961636,0.416,"AR_351_PA14 WT"
1.22184874961636,0.412,"AR_351_PA14 WT"
1.22184874961636,0.385,"AR_351_PA14 WT"
1.22184874961636,0.355,"AR_351_PA14 WT"
1.22184874961636,0.08,"AR_351_PA14 delta mexAB"
1.22184874961636,0.074,"AR_351_PA14 delta mexAB"
1.22184874961636,0.087,"AR_351_PA14 delta mexAB"
1.22184874961636,0.077,"AR_351_PA14 delta mexAB"
1.22184874961636,0.041,"Blank"
0.920818753952375,0.271,"AR_351_PA14 WT"
0.920818753952375,0.324,"AR_351_PA14 WT"
0.920818753952375,0.324,"AR_351_PA14 WT"
0.920818753952375,0.29,"AR_351_PA14 WT"
0.920818753952375,0.048,"AR_351_PA14 delta mexAB"
0.920818753952375,0.045,"AR_351_PA14 delta mexAB"
0.920818753952375,0.045,"AR_351_PA14 delta mexAB"
0.920818753952375,0.045,"AR_351_PA14 delta mexAB"
0.920818753952375,0.04,"Blank"
0.619788758288394,0.268,"AR_351_PA14 WT"
0.619788758288394,0.348,"AR_351_PA14 WT"
0.619788758288394,0.348,"AR_351_PA14 WT"
0.619788758288394,0.341,"AR_351_PA14 WT"
0.619788758288394,0.064,"AR_351_PA14 delta mexAB"
0.619788758288394,0.076,"AR_351_PA14 delta mexAB"
0.619788758288394,0.063,"AR_351_PA14 delta mexAB"
0.619788758288394,0.069,"AR_351_PA14 delta mexAB"
0.619788758288394,0.041,"Blank"
0.318758762624413,0.411,"AR_351_PA14 WT"
