"concentration","value","compound"
0.698970004336019,0.056,"Cipro_BW WT"
0.698970004336019,0.052,"Cipro_BW WT"
0.698970004336019,0.051,"Cipro_BW WT"
0.698970004336019,0.047,"Cipro_BW tolC"
0.698970004336019,0.048,"Cipro_BW tolC"
0.698970004336019,0.046,"Cipro_BW tolC"
0.698970004336019,0.045,"Blank"
0.397940008672038,0.052,"Cipro_BW WT"
0.397940008672038,0.052,"Cipro_BW WT"
0.397940008672038,0.053,"Cipro_BW WT"
0.397940008672038,0.046,"Cipro_BW tolC"
0.397940008672038,0.048,"Cipro_BW tolC"
0.397940008672038,0.046,"Cipro_BW tolC"
0.397940008672038,0.045,"Blank"
0.0969100130080564,0.053,"Cipro_BW WT"
0.0969100130080564,0.051,"Cipro_BW WT"
0.0969100130080564,0.051,"Cipro_BW WT"
0.0969100130080564,0.047,"Cipro_BW tolC"
0.0969100130080564,0.048,"Cipro_BW tolC"
0.0969100130080564,0.048,"Cipro_BW tolC"
0.0969100130080564,0.045,"Blank"
-0.204119982655925,0.054,"Cipro_BW WT"
-0.204119982655925,0.053,"Cipro_BW WT"
-0.204119982655925,0.054,"Cipro_BW WT"
-0.204119982655925,0.048,"Cipro_BW tolC"
-0.204119982655925,0.049,"Cipro_BW tolC"
-0.204119982655925,0.048,"Cipro_BW tolC"
-0.204119982655925,0.045,"Blank"
-0.504455662453552,0.057,"Cipro_BW WT"
-0.504455662453552,0.055,"Cipro_BW WT"
-0.504455662453552,0.055,"Cipro_BW WT"
-0.504455662453552,0.05,"Cipro_BW tolC"
-0.504455662453552,0.053,"Cipro_BW tolC"
-0.504455662453552,0.049,"Cipro_BW tolC"
-0.504455662453552,0.045,"Blank"
-0.806041021980813,0.064,"Cipro_BW WT"
-0.806041021980813,0.064,"Cipro_BW WT"
-0.806041021980813,0.064,"Cipro_BW WT"
-0.806041021980813,0.05,"Cipro_BW tolC"
-0.806041021980813,0.051,"Cipro_BW tolC"
-0.806041021980813,0.05,"Cipro_BW tolC"
-0.806041021980813,0.045,"Blank"
-1.1073489661227,0.075,"Cipro_BW WT"
-1.1073489661227,0.071,"Cipro_BW WT"
-1.1073489661227,0.07,"Cipro_BW WT"
-1.1073489661227,0.055,"Cipro_BW tolC"
-1.1073489661227,0.055,"Cipro_BW tolC"
-1.1073489661227,0.053,"Cipro_BW tolC"
-1.1073489661227,0.045,"Blank"
-1.40782324260413,0.258,"Cipro_BW WT"
-1.40782324260413,0.212,"Cipro_BW WT"
-1.40782324260413,0.237,"Cipro_BW WT"
-1.40782324260413,0.059,"Cipro_BW tolC"
-1.40782324260413,0.058,"Cipro_BW tolC"
-1.40782324260413,0.058,"Cipro_BW tolC"
-1.40782324260413,0.045,"Blank"
-1.70996538863748,0.27,"Cipro_BW WT"
-1.70996538863748,0.268,"Cipro_BW WT"
-1.70996538863748,0.28,"Cipro_BW WT"
-1.70996538863748,0.066,"Cipro_BW tolC"
-1.70996538863748,0.068,"Cipro_BW tolC"
-1.70996538863748,0.066,"Cipro_BW tolC"
-1.70996538863748,0.045,"Blank"
-2.0087739243075,0.257,"Cipro_BW WT"
-2.0087739243075,0.253,"Cipro_BW WT"
-2.0087739243075,0.251,"Cipro_BW WT"
-2.0087739243075,0.079,"Cipro_BW tolC"
-2.0087739243075,0.081,"Cipro_BW tolC"
-2.0087739243075,0.076,"Cipro_BW tolC"
-2.0087739243075,0.054,"Blank"
-2.30980391997149,0.259,"Cipro_BW WT"
-2.30980391997149,0.256,"Cipro_BW WT"
-2.30980391997149,0.264,"Cipro_BW WT"
-2.30980391997149,0.296,"Cipro_BW tolC"
-2.30980391997149,0.294,"Cipro_BW tolC"
-2.30980391997149,0.29,"Cipro_BW tolC"
-2.30980391997149,0.044,"Blank"
-Inf,0.277,"Cipro_BW WT"
-Inf,0.279,"Cipro_BW WT"
-Inf,0.29,"Cipro_BW WT"
-Inf,0.317,"Cipro_BW tolC"
-Inf,0.314,"Cipro_BW tolC"
-Inf,0.297,"Cipro_BW tolC"
-Inf,0.046,"Blank"
