"concentration","value","compound"
4.26760624017703,0.0769999995827675,"PK-II-115a"
4.26760624017703,0.0697000026702881,"PK-II-115a"
1.56863623584101,0.0945999994874001,"Epo B"
1.56863623584101,0.0767000019550323,"Epo B"
-Inf,0.293000012636185,"MeOH"
-Inf,0.299600005149841,"MeOH"
-Inf,0.0513000003993511,"Blank"
3.79048498545737,0.0715000033378601,"PK-II-115a"
3.79048498545737,0.0623000003397465,"PK-II-115a"
1.09151498112135,0.0781000033020973,"Epo B"
1.09151498112135,0.0825000032782555,"Epo B"
-Inf,0.269899994134903,"MeOH"
-Inf,0.279100000858307,"MeOH"
-Inf,0.0487999990582466,"Blank"
3.31336373073771,0.0986000001430511,"PK-II-115a"
3.31336373073771,0.100500002503395,"PK-II-115a"
0.614393726401688,0.0917000025510788,"Epo B"
0.614393726401688,0.0794000029563904,"Epo B"
-Inf,0.316700011491776,"MeOH"
-Inf,0.324600011110306,"MeOH"
-Inf,0.0502000004053116,"Blank"
2.83624247601804,0.212899997830391,"PK-II-115a"
2.83624247601804,0.209900006651878,"PK-II-115a"
0.137272471682025,0.0843999981880188,"Epo B"
0.137272471682025,0.0844999998807907,"Epo B"
-Inf,0.342900007963181,"MeOH"
-Inf,0.319099992513657,"MeOH"
-Inf,0.0502999983727932,"Blank"
2.35912122129838,0.361299991607666,"PK-II-115a"
2.35912122129838,0.354099988937378,"PK-II-115a"
-0.339848783037637,0.106299996376038,"Epo B"
-0.339848783037637,0.101499997079372,"Epo B"
-Inf,0.343100011348724,"MeOH"
-Inf,0.363499999046326,"MeOH"
-Inf,0.0493000000715256,"Blank"
1.88199996657872,0.373299986124039,"PK-II-115a"
1.88199996657872,0.364499986171722,"PK-II-115a"
-0.816970037757299,0.148699998855591,"Epo B"
-0.816970037757299,0.140900000929832,"Epo B"
-Inf,0.376599997282028,"MeOH"
-Inf,0.325700014829636,"MeOH"
-Inf,0.0533000007271767,"Blank"
1.40487871185906,0.396699994802475,"PK-II-115a"
1.40487871185906,0.361600011587143,"PK-II-115a"
-1.29409129247696,0.211999997496605,"Epo B"
-1.29409129247696,0.203299999237061,"Epo B"
-Inf,0.383199989795685,"MeOH"
-Inf,0.350600004196167,"MeOH"
-Inf,0.0535999983549118,"Blank"
0.927757457139394,0.378600001335144,"PK-II-115a"
0.927757457139394,0.376700013875961,"PK-II-115a"
-1.77121254719662,0.354400008916855,"Epo B"
-1.77121254719662,0.323300004005432,"Epo B"
-Inf,0.356400012969971,"MeOH"
-Inf,0.353700011968613,"MeOH"
-Inf,0.0516000017523766,"Blank"
0.450636202419732,0.36710000038147,"PK-II-115a"
0.450636202419732,0.361999988555908,"PK-II-115a"
-2.24833380191629,0.357400000095367,"Epo B"
-2.24833380191629,0.355199992656708,"Epo B"
-Inf,0.402099996805191,"MeOH"
-Inf,0.37270000576973,"MeOH"
-Inf,0.0531000010669231,"Blank"
-0.0264850522999305,0.353100001811981,"PK-II-115a"
-0.0264850522999305,0.361400008201599,"PK-II-115a"
-2.72545505663595,0.349599987268448,"Epo B"
-2.72545505663595,0.363499999046326,"Epo B"
-Inf,0.357199996709824,"MeOH"
-Inf,0.356000006198883,"MeOH"
-Inf,0.048200000077486,"Blank"
-0.503606307019593,0.352999985218048,"PK-II-115a"
-0.503606307019593,0.356200009584427,"PK-II-115a"
-3.20257631135561,0.336400002241135,"Epo B"
-3.20257631135561,0.347699999809265,"Epo B"
-Inf,0.339599996805191,"MeOH"
-Inf,0.363999992609024,"MeOH"
-Inf,0.0483999997377396,"Blank"
